Reference,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Flag
CKM2016030203,1,B,16.3,45.7,8,29.8,8.8,
CKM2016030203,2,B,16.5,47,8,30.6,8.7,
CKM2016030203,3,B,16.5,47.8,8,31.2,8.6,
CKM2016030203,4,B,15.6,50.3,8,33,8.2,
CKM2016030203,5,B,15.5,50.4,7.9,33.1,8,
CKM2016030203,6,B,15.4,50.5,7.9,33.1,7.8,
CKM2016030203,7,B,15.4,50.5,7.9,33.1,7.8,
CKM2016030203,7.1,B,15.4,50.5,7.9,33.1,7.8,
CKM2016030204,0.2,B,17,43.6,8,28.2,9,
CKM2016030204,1,B,16.7,43.8,8,28.3,9,
CKM2016030204,2,B,16.1,46.8,8,30.4,8.6,
CKM2016030204,3,B,16,47.8,8,31.2,8.2,
CKM2016030204,4,B,15.9,47.9,8,31.2,8,
CKM2016030204,5,B,15.9,47.9,8,31.2,7.8,
CKM2016030204,6,B,15.9,47.9,8,31.3,7.7,
CKM2016030205,0.2,B,17.7,43.6,8.1,28.2,9.2,
CKM2016030205,0.4,B,17.7,43.7,8.1,28.2,9.3,
CKM2016030206,0.2,B,17.4,38.4,8.1,24.4,9.4,
CKM2016030206,0.4,B,17.4,38.3,8.1,24.4,9.4,
CKM2016030207,0.2,B,18.3,39.3,8,25.1,8.4,
CKM2016030207,1,B,17.9,39.4,8,25.2,8.6,
CKM2016030207,2,B,16.5,39.5,8,25.3,8.8,
CKM2016030207,2.3,B,16.5,39.5,8,25.3,8.6,
CKM2016030208,0.2,B,18.8,34.5,8.1,21.8,9.4,
CKM2016030208,1,B,18.3,34.7,8.1,21.9,9.6,
CKM2016030208,2,B,16.7,35.3,8.1,22.3,9.5,
CKM2016030208,3,B,16.6,35.6,8.1,22.5,9.3,
CKM2016030301,0.2,B,17.3,0.2,8.4,0.1,9.4,
CKM2016030301,1,B,17.3,0.2,8.1,0.1,8.6,
CKM2016030301,2,B,17.3,0.2,8,0.1,8.4,
CKM2016030301,3,B,17.3,0.2,7.9,0.1,8.2,
CKM2016030302,0.2,B,17.5,0.2,7.9,0.1,7.9,
CKM2016030302,1,B,17.5,0.2,7.7,0.1,7.8,
CKM2016030302,2,B,17.4,0.2,7.7,0.1,7.7,
CKM2016030302,3,B,17.3,0.2,7.7,0.1,7.6,
CKM2016030303,0.2,B,17.4,0.2,8.6,0.1,7.2,
CKM2016030303,1,B,17.4,0.2,8.3,0.1,7.3,
CKM2016030303,2,B,17.4,0.2,8.1,0.1,7.5,
CKM2016030303,3,B,17.4,0.2,7.9,0.1,7.5,
CKM2016030303,3.4,B,17.4,0.2,7.8,0.1,7.5,
CKM2016030304,0.2,B,17.5,0.2,8.1,0.1,7.6,
CKM2016030304,1,B,17.5,0.2,7.9,0.1,7.5,
CKM2016030304,2,B,17.5,0.2,7.8,0.1,7.5,
CKM2016030304,3,B,17.4,0.2,7.7,0.1,7.4,
CKM2016030304,3.3,B,17.5,0.2,7.7,0.1,7.4,
CKM2016030305,0.2,B,17.5,0.2,8.1,0.1,7.2,
CKM2016030305,1,B,17.5,0.2,7.9,0.1,7.3,
CKM2016030305,2,B,17.5,0.2,7.8,0.1,7.3,
CKM2016030305,3,B,17.5,0.2,7.7,0.1,7.3,
CKM2016030306,0.2,B,17.7,0.2,8.1,0.1,6.7,
CKM2016030307,0.2,B,18.2,0.2,8,0.1,7.7,
CKM2016030308,0.2,B,17.9,0.2,7.9,0.1,7.2,
CKM2016030308,0.6,B,17.6,0.2,7.8,0.1,7.2,
CKM2016030309,0.2,B,18.1,0.2,7.9,0.1,7.5,
CKM2016030309,1,B,18,0.2,7.8,0.1,7.5,
CKM2016030310,0.2,B,18.5,0.2,7.8,0.1,8.7,
CKM2016030310,0.3,B,18.6,0.2,7.7,0.1,8.7,
CKM2016030311,0.2,B,19,2.7,7.8,1.4,8.4,
CKM2016030401,0.2,B,19.1,33.9,7.8,21.3,8.3,
CKM2016030401,0.3,B,19.1,34,7.8,21.3,7.4,
CKM2016030402,0.2,B,19.2,33.2,7.9,20.9,8.1,
CKM2016030402,0.4,B,19.2,33.2,7.8,20.8,7.4,
CKM2016030403,0.2,B,18.6,32.7,7.9,20.5,8,
CKM2016030403,0.8,B,18.5,32.7,7.9,20.5,7.9,
CKM2016030404,0.2,B,18.5,40.8,8,26.2,8.5,
CKM2016030404,1,B,18.5,40.8,7.9,26.2,8.2,
CKM2016030404,1.2,B,18.5,40.8,7.9,26.2,8.1,
CKM2016030405,0.2,B,19.5,41.5,8,26.7,8.7,
CKM2016030406,0.2,B,18.7,42.3,8.1,27.2,8.9,
CKM2016030406,1,B,18.7,42.3,8,27.2,8.7,
CKM2016030407,0.2,B,19.2,42.4,8.1,27.3,8.8,
CKM2016030408,0.2,B,19.1,38.9,8.1,24.8,9,
CKM2016030408,0.5,B,19.1,38.9,8.1,24.8,9.2,
CKM2016030501,0.2,B,16.4,33.1,8.1,20.8,8.1,
CKM2016030501,1,B,16.8,33.3,8.1,21,7.9,
CKM2016030501,2,B,17.5,34,8.1,21.4,8,
CKM2016030502,0.2,B,17.7,34.9,8.1,22,8.4,
CKM2016030502,0.5,B,17.7,35.1,8.1,22.1,8.1,
CKM2016030503,0.2,B,16.6,33.9,8,21.3,8.9,
CKM2016030503,0.3,B,16.7,34.1,8,21.5,8.8,
CKM2016030504,0.2,B,17.4,34.3,8.1,21.6,9.3,
CKM2016030504,0.7,B,17.4,34.3,8.1,21.6,8.9,
CKM2016030505,0.2,B,18,34.5,8.1,21.8,8.3,
CKM2016030505,0.3,B,18,34.5,8.1,21.8,8.3,
CKM2016030506,0.2,B,17.4,41.9,8.1,26.9,9.1,
CKM2016030506,0.8,B,17.3,42.2,8.1,27.2,8.9,
CKM2016030507,0.2,B,18,40.9,8.1,26.2,9.2,
CKM2016030507,1,B,17.6,41.3,8.1,26.6,8.9,
CKM2016030507,2,B,17.8,41.6,8.1,26.7,8.9,
CKM2016030601,0.2,B,17.1,34.9,8,22,8.4,
CKM2016030601,0.5,B,17.1,34.9,8,22.1,8.3,
CKM2016030602,0.2,B,16.5,27,8.1,16.6,8.8,
CKM2016030602,0.5,B,16.5,27,8.1,16.6,8.7,
CKM2016030603,0.2,B,17.4,31.5,8.1,19.7,10.3,
CKM2016030603,0.6,B,17.4,31.5,8.1,19.7,10.3,
CKM2016030604,0.2,B,16.9,23.1,7.7,14,7.7,
CKM2016030605,0.2,B,17.8,24.2,7.8,14.8,7.8,
CKM2016030606,0.2,B,17.8,29.1,7.9,18.1,8.8,
CKM2016030606,0.4,B,17.8,29.2,7.9,18.1,8.5,
CKM2016030607,0.2,B,17.8,28.1,8.1,17.4,9.7,
CKM2016030607,0.6,B,17.9,28.1,8.1,17.4,9.7,
CKM2016030608,0.2,B,17.5,27.9,8.1,17.2,9.6,
CKM2016030608,1,B,17.6,27.9,8.1,17.2,9.6,
CKM2016030608,1.7,B,17.5,27.9,8.1,17.3,9.5,
CKM2016030701,0.2,B,17.8,29.1,7.8,18,8.2,
CKM2016030701,0.8,B,17.8,29.1,7.9,18.1,8.2,
CKM2016030702,0.2,B,18.1,29.2,7.9,18.1,8.6,
CKM2016030702,0.7,B,18.1,29.2,7.9,18.1,8.6,
CKM2016030703,0.2,B,18.3,31,8,19.3,9.2,
CKM2016030703,0.8,B,18.3,31,8,19.3,9.1,
CKM2016030704,0.2,B,19.3,25.9,7.9,15.9,9.2,
CKM2016030704,0.6,B,19.3,25.9,7.9,15.9,9.2,
CKM2016030705,0.2,B,19.2,25.9,7.9,15.9,9.1,
CKM2016030705,0.3,B,19.3,25.9,7.9,15.9,9.1,
CKM2016030706,0.2,B,19,22.6,7.8,13.7,8.7,
CKM2016030706,0.4,B,19,22.7,7.8,13.7,8.6,
CKM2016030707,0.2,B,19.1,18.9,7.7,11.3,8.5,
CKM2016030707,0.5,B,19.1,18.9,7.7,11.2,8.4,
CKM2016030708,0.2,B,20.2,13.1,7.8,7.6,8.8,
CKM2016030708,1,B,18.8,24,7.8,12.7,8.3,
CKM2016030801,0.2,B,17.9,20.5,7.8,12.3,8.3,
CKM2016030801,0.7,B,17.9,20.5,7.8,12.3,8.2,
CKM2016030802,0.2,B,18.3,14.3,7.9,8.7,9.2,
CKM2016030802,0.4,B,18.3,15.2,7.9,8.9,9.1,
CKM2016030803,0.2,B,18.4,17.4,7.8,10.3,8.1,
CKM2016030803,0.4,B,18.4,17.4,7.7,10.3,8.2,
CKM2016030804,0.2,B,18.2,9.1,7.8,5.1,8.3,
CKM2016030804,1,B,18.1,11.5,7.6,6.7,8.3,
CKM2016030804,1.3,B,18.1,15.3,7.5,9,8.2,
CKM2016030805,0.2,B,18.3,8.1,7.7,4.5,8.4,
CKM2016030805,0.8,B,18.3,8.2,7.7,4.6,8.3,
CKM2016030806,0.2,B,18.4,8.9,7.6,5,7.9,
CKM2016030806,0.8,B,18.3,8.8,7.6,5,7.9,
CKM2016030807,0.2,B,18.9,9.3,7.9,5.3,8.1,
CKM2016030807,1,B,18.5,10.6,7.3,6.2,8.2,
CKM2016030807,2,B,18.4,13.7,7.4,8,8.1,
CKM2016030808,0.2,B,18.6,1.6,8.4,0.9,12.5,
CKM2016030808,0.6,B,18.6,1.7,8.3,0.9,12.3,
CKM2016040101,0.2,B,22.9,44,7.8,28.4,7,
CKM2016040101,0.6,B,22.9,44,7.8,28.4,6.8,
CKM2016040102,0.2,B,22.9,44,7.9,28.4,6.3,
CKM2016040102,0.6,B,22.9,44,7.9,28.4,6.3,
CKM2016040103,0.2,B,23,42.9,7.8,27.6,6.5,
CKM2016040103,0.8,B,23,42.8,7.8,27.6,6.5,
CKM2016040104,0.2,B,23.6,40.7,7.9,26,7.2,
CKM2016040104,0.8,B,23.6,40.7,7.9,26,7.3,
CKM2016040105,0.2,B,23.6,39,7.9,24.8,6.5,
CKM2016040105,0.7,B,23.6,39,7.9,24.8,6.5,
CKM2016040106,0.2,B,23.8,38.8,7.9,24.7,6.7,
CKM2016040106,0.5,B,23.8,38.8,7.9,24.7,6.4,
CKM2016040107,0.2,B,24.1,40.2,7.9,25.7,6.7,
CKM2016040107,0.7,B,24.1,40.2,7.9,25.7,6.7,
CKM2016040108,0.2,B,24.6,40.1,7.9,25.6,7.4,
CKM2016040108,0.4,B,24.6,40.1,7.9,25.6,7.5,
CKM2016040201,0.2,B,20.2,39.1,7.9,24.9,6.9,
CKM2016040201,0.4,B,20.2,39.1,7.9,25,6.8,
CKM2016040202,0.2,B,21.1,38.7,7.9,24.6,6.9,
CKM2016040202,0.5,B,20.4,40.2,7.9,25.7,6.8,
CKM2016040203,0.2,B,20.7,35.7,8,22.6,6.9,
CKM2016040203,0.4,B,20.7,35.7,8,22.6,6.8,
CKM2016040204,0.2,B,20.4,33.8,8.1,21.2,7.4,
CKM2016040204,1,B,20.4,34.1,8.1,21.5,7.3,
CKM2016040204,1.2,B,20.4,34.2,8.1,21.5,7.6,
CKM2016040205,0.2,B,20.8,31.1,8,19.4,8.3,
CKM2016040205,0.6,B,20.8,31.1,8.1,19.4,7.7,
CKM2016040206,0.2,B,21.6,43.5,8.1,28.1,7.3,
CKM2016040206,1,B,21.5,43.5,8.2,28.1,7.2,
CKM2016040207,0.2,B,23.6,43.6,8.2,28.1,8.2,
CKM2016040207,0.5,B,23.6,43.6,8.2,28.1,8.2,
CKM2016040208,0.2,B,22.6,42.9,8.1,27.6,6.8,
CKM2016040208,0.6,B,22.6,42.9,8.1,27.6,6.6,
CKM2016040301,0.2,B,20.5,39.9,7.9,25.5,7.4,
CKM2016040301,0.7,B,20.5,39.8,7.9,25.5,7.5,
CKM2016040302,0.2,B,20.2,32.2,8,20.1,8.1,
CKM2016040302,0.3,B,20.2,32.2,8,20.1,8.1,
CKM2016040303,0.2,B,20.4,30.9,8,19.2,7.8,
CKM2016040303,0.4,B,20.4,30.8,8,19.2,7.4,
CKM2016040304,0.2,B,22.5,43.7,7.9,28.2,7.7,
CKM2016040304,1,B,21.7,44.2,7.9,28.6,7.3,
CKM2016040304,2,B,21.5,45.6,7.9,29.6,7.1,
CKM2016040304,3,B,21.6,48.6,7.9,31.8,6.7,
CKM2016040304,4,B,21.6,48.6,7.9,31.8,6.4,
CKM2016040304,4.4,B,21.6,48.6,7.9,31.8,6.4,
CKM2016040305,0.2,B,21.6,45.9,7.8,29.7,7.2,
CKM2016040305,1,B,21.8,45.8,7.9,29.7,7.5,
CKM2016040305,2,B,21.3,45.9,7.9,29.7,7.3,
CKM2016040305,3,B,21.4,46.7,7.9,30.4,6.9,
CKM2016040305,4,B,21.5,47.3,7.9,30.8,6.8,
CKM2016040305,4.7,B,21.5,47.3,7.9,30.8,6.7,
CKM2016040306,0.2,B,22.6,43,7.9,27.6,7.3,
CKM2016040306,1,B,22.1,46.6,7.9,30.3,6.8,
CKM2016040306,2,B,21.9,46.8,7.9,30.5,6.7,
CKM2016040306,3,B,21.8,46.9,7.9,30.5,6.6,
CKM2016040306,3.4,B,21.7,46.9,7.9,30.5,6.6,
CKM2016040307,0.2,B,22.2,45.4,7.8,29.4,7.3,
CKM2016040307,1,B,21.5,45.4,7.9,29.4,7.1,
CKM2016040307,2,B,21.3,45.4,7.9,29.4,7.1,
CKM2016040307,3,B,21.2,45.3,7.9,29.4,7,
CKM2016040307,3.7,B,21.2,45.3,7.9,29.4,7,
CKM2016040308,0.2,B,21.9,42.2,8,27.1,7.8,
CKM2016040308,1,B,21.4,42.5,7.9,27.4,7.6,
CKM2016040308,2,B,21.2,42.9,7.9,27.7,7.3,
CKM2016040308,2.1,B,21.2,42.9,7.9,27.7,7.3,
CKM2016040401,0.2,B,20.9,0.1,7.6,0.1,5.8,
CKM2016040401,1,B,20.9,0.1,7.6,0.1,5.7,
CKM2016040401,2,B,20.9,0.1,7.5,0.1,5.7,
CKM2016040401,2.9,B,20.9,0.1,7.5,0.1,5.6,
CKM2016040402,0.2,B,20.9,0.1,7.2,0.1,5.7,
CKM2016040402,1,B,20.9,0.1,7.1,0.1,5.6,
CKM2016040402,2,B,20.9,0.1,7.1,0.1,5.6,
CKM2016040402,2.8,B,20.9,0.1,7.1,0.1,5.6,
CKM2016040403,0.2,B,21.2,0.1,7.2,0.1,5.4,
CKM2016040403,0.3,B,21.2,0.2,7.1,0.2,5.3,
CKM2016040404,0.2,B,21.1,0.1,7.4,0.1,4.8,
CKM2016040404,0.5,B,21.2,0.1,7.3,0.1,4.2,
CKM2016040405,0.2,B,21.1,0.2,7.4,0.1,3,
CKM2016040405,0.6,B,21,0.2,7.4,0.1,2.1,
CKM2016040406,0.2,B,20.9,0.4,7.5,0.2,2.4,
CKM2016040406,1,B,20.9,0.4,7.5,0.2,2.2,
CKM2016040406,1.6,B,20.8,0.4,7.5,0.2,2,
CKM2016040407,0.2,B,21.4,0.3,7.5,0.1,2.3,
CKM2016040407,1,B,21.4,0.3,7.5,0.1,2.4,
CKM2016040407,1.6,B,21.4,0.3,7.5,0.1,2.2,
CKM2016040408,0.2,B,21.4,0.3,7.5,0.2,2.4,
CKM2016040408,1,B,21.3,0.3,7.5,0.2,2.4,
CKM2016040408,2,B,21.3,0.3,7.5,0.2,2.4,
CKM2016040408,2.1,B,21.3,0.3,7.5,0.1,2.3,
CKM2016040409,0.2,B,21.2,8.4,7.5,4.6,3.2,
CKM2016040409,1,B,21,10.5,7.5,5.9,3,
CKM2016040409,2,B,20.9,12.3,7.6,6.9,3,
CKM2016040409,3,B,20.9,15.5,7.6,9.1,3.8,
CKM2016040409,3.5,B,20.9,16,7.7,9.5,4.4,
CKM2016040410,0.2,B,21.6,8.2,7.8,4.7,4.4,
CKM2016040410,0.9,B,21.3,25.3,7.6,15.5,4.8,
CKM2016040501,0.2,B,21.2,23,7.8,13.9,8.5,
CKM2016040501,0.6,B,21.2,23.8,7.8,14.4,7.7,
CKM2016040502,0.2,B,21,20,7.7,12,6.4,
CKM2016040503,0.2,B,21,23.5,7.8,14.3,6.7,
CKM2016040503,0.3,B,21,23.5,7.8,14.2,6.6,
CKM2016040504,0.2,B,22.1,12.1,7.6,7,6.2,
CKM2016040504,0.3,B,22,12.3,7.6,7,5.8,
CKM2016040505,0.2,B,22,15.2,7.7,8.9,6.2,
CKM2016040505,0.3,B,22.1,15.4,7.7,9,6.1,
CKM2016040506,0.2,B,22.3,16,7.7,9.4,6.5,
CKM2016040506,0.3,B,22.3,16,7.7,9.4,6.4,
CKM2016040507,0.2,B,22.5,25.6,8,15.6,8,
CKM2016040507,0.4,B,22.5,25.5,8,15.6,8,
CKM2016040508,0.2,B,23.3,22.4,7.8,13.5,6.8,
CKM2016040508,0.3,B,23.3,22.4,7.8,13.5,6.7,
CKM2016040601,0.2,B,22.1,33.4,8.1,21,8.3,
CKM2016040601,1,B,22,36,8.1,21.7,7.6,
CKM2016040601,2,B,22,40.6,8.1,25.6,7.1,
CKM2016040601,3,B,22,41.6,8.1,26.7,6.9,
CKM2016040601,4,B,22,41.6,8.1,26.7,6.8,
CKM2016040602,0.2,B,22.5,27.2,8,16.7,7.4,
CKM2016040602,1,B,22,34.6,8,22.2,7,
CKM2016040602,2,B,22,40.8,8,26.2,6.8,
CKM2016040602,3,B,22,41.6,8,26.7,6.6,
CKM2016040602,4,B,22,41.7,8,26.8,6.5,
CKM2016040602,4.1,B,22,41.7,8,26.8,6.4,
CKM2016040603,0.2,B,22.7,30.6,8,19,7.2,
CKM2016040603,1,B,22.2,34.4,8,21.3,7,
CKM2016040603,2,B,22,43.4,8,28,6.9,
CKM2016040603,3,B,21.9,43.9,8,28.4,6.5,
CKM2016040603,4,B,21.9,44,8,28.4,6.5,
CKM2016040603,4.2,B,21.9,44,8,28.4,6.4,
CKM2016040604,0.2,B,23.4,37.9,7.8,17.1,6.7,
CKM2016040604,1,B,22.3,37.3,7.9,23.7,6.6,
CKM2016040604,2,B,22.1,41.6,8,26.7,6.4,
CKM2016040604,3,B,22.1,42,8,26.9,6.3,
CKM2016040604,3.3,B,22.1,42,8,27,6.3,
CKM2016040605,0.2,B,23.7,3.6,7.5,2,6.5,
CKM2016040605,0.8,B,22.4,9,7.3,4.8,6.5,
CKM2016040606,0.2,B,21.9,1.4,7.5,0.7,5.4,
CKM2016040606,0.5,B,22,13.7,7.3,4.9,5.3,
CKM2016040607,0.2,B,23.2,1.3,7.4,0.5,5.5,
CKM2016040607,0.8,B,22.2,27.7,7.3,16.8,5.5,
CKM2016040608,0.2,B,23.9,1.7,7.4,0.9,6,
CKM2016040608,0.8,B,22.3,19.1,7.4,13.5,5.6,
CKM2016040609,0.2,B,22.8,24.9,7.8,13.8,6.1,
CKM2016040609,1,B,22.5,31.9,7.8,19.9,5.9,
CKM2016040609,1.8,B,22.5,32.5,7.8,20.3,5.1,
CKM2016040701,0.2,B,19.5,9.2,8,5.2,8.1,
CKM2016040701,0.5,B,19.4,9.4,7.8,5.3,7.7,
CKM2016040702,0.2,B,19.9,0.1,8.4,0.1,6.2,
CKM2016040702,0.9,B,19.8,0.8,7.5,0.5,6.2,
CKM2016040703,0.2,B,20.1,0.2,7.7,0.1,6.4,
CKM2016040703,0.5,B,20.1,0.2,7.5,0.1,6.4,
CKM2016040704,0.2,B,20.5,2.5,7.8,1.3,7,
CKM2016040704,0.8,B,20.7,26,7.1,16,4.6,
CKM2016040705,0.2,B,20.9,6.8,8.2,3.7,6.6,
CKM2016040705,1,B,20.8,9.7,7.8,5.6,7.1,
CKM2016040705,2,B,20.8,31,7.5,19.3,4.9,
CKM2016040706,0.2,B,21,30.6,7.8,19,6.3,
CKM2016040706,0.9,B,20.8,30.6,7.8,19,6.3,
CKM2016040707,0.2,B,21.2,29.9,7.8,18.6,6.4,
CKM2016040707,0.8,B,21,30.3,7.8,18.8,6.5,
CKM2016040801,0.2,B,19.2,1,7.5,0.5,6.3,
CKM2016040801,1,B,19.8,15.6,7,9.2,5.6,
CKM2016040801,1.2,B,19.8,16,7.1,9.5,5.6,
CKM2016040802,0.2,B,20.6,0.3,7.5,0.1,5.7,
CKM2016040802,0.6,B,20.3,0.5,7.3,0.2,5.6,
CKM2016040803,0.2,B,20.6,3.1,7.2,1.9,6,
CKM2016040803,1,B,20.5,15.7,6.9,9.3,5.9,
CKM2016040803,2,B,20.6,17.3,7.2,10.2,6,
CKM2016040803,2.2,B,20.6,17.5,7.2,10.4,6,
CKM2016040804,0.2,B,20.8,6.7,7.5,3.7,6,
CKM2016040804,0.5,B,20.8,6.7,7.4,3.7,6,
CKM2016040805,0.2,B,22.7,33.3,7.8,20.9,6.5,
CKM2016040805,1,B,22,40.3,7.8,25.8,6.1,
CKM2016040805,1.5,B,21.9,40.8,7.8,26.2,5.9,
CKM2016040806,0.2,B,22.3,27.4,7.6,16.8,6.3,
CKM2016040806,1,B,22.2,27.7,7.6,17,6.2,
CKM2016040806,1.6,B,22.2,27.8,7.6,17.1,6.1,
CKM2016040807,0.2,B,22.1,34.9,7.7,22,6.9,
CKM2016040807,0.5,B,22.1,35.2,7.8,22.1,6.7,
CKM2016040808,0.2,B,22.5,38.3,8,24.7,7.7,
CKM2016040808,0.5,B,22.3,38.4,8,24.4,7.8,
CKM2016050101,0.2,B,26.6,43.7,7.7,28.1,6.2,
CKM2016050101,0.4,B,26.5,43.7,7.6,28.2,5.6,
CKM2016050201,0.2,B,27,48.7,8,31.7,6.1,
CKM2016050201,1,B,26.9,48.7,8,31.7,5.9,
CKM2016050202,0.2,B,27.5,45.9,7.9,29.7,6.2,
CKM2016050202,1,B,27.5,45.9,7.9,29.7,6.1,
CKM2016050202,1.3,B,27.5,46,7.9,29.7,6,
CKM2016050203,0.2,B,28,45.8,7.8,29.6,6.4,
CKM2016050203,0.4,B,28,45.8,7.8,29.6,6.2,
CKM2016050204,0.2,B,27.9,45.8,7.8,29.6,5.8,
CKM2016050204,0.6,B,27.9,45.9,7.8,29.6,5.7,
CKM2016050205,0.2,B,28.1,45.2,7.8,29.2,5.7,
CKM2016050205,0.6,B,28.1,45.2,7.8,29.1,5.6,
CKM2016050206,0.2,B,27.8,44.4,7.7,28.6,5.4,
CKM2016050206,1,B,27.8,44.4,7.7,28.6,5.2,
CKM2016050207,0.2,B,27.9,44.8,7.7,28.9,5.9,
CKM2016050207,1,B,27.9,44.8,7.7,28.8,5.7,
CKM2016050301,0.2,B,22.8,22.3,8.3,13.4,9.7,
CKM2016050302,0.2,B,23.4,23.2,8.4,14,10.7,
CKM2016050303,0.2,B,23.7,23.3,8.3,17.2,10.1,
CKM2016050303,0.7,B,23.6,31.7,8.2,19.7,8.9,
CKM2016050304,0.2,B,23.9,20.3,8.3,12.1,10.6,
CKM2016050304,0.6,B,28.9,21.3,8.3,12.7,10.6,
CKM2016050305,0.2,B,23.9,20.8,8.1,12.5,9.5,
CKM2016050305,0.7,B,23.9,21.3,8,9.2,9.2,
CKM2016050306,0.2,B,23.7,23.9,7.4,14.5,4.7,
CKM2016050306,0.6,B,23.8,23.9,7.4,14.5,4.9,
CKM2016050307,0.2,B,24.7,17.4,7.9,10.3,7.6,
CKM2016050307,0.6,B,24.6,17.5,7.8,10.3,7.4,
CKM2016050308,0.2,B,24.7,17.4,7.7,10.2,7.9,
CKM2016050308,1,B,24.7,17.3,7.6,10,7.8,
CKM2016050308,1.2,B,24.6,17.1,7.6,10.1,7.8,
CKM2016050401,0.2,B,23.7,37.8,7.8,26.8,3.5,
CKM2016050401,0.6,B,23.7,41.8,7.9,26.8,2.3,
CKM2016050402,0.2,B,24.1,41.6,8,26.7,1.8,
CKM2016050402,0.4,B,24.1,41.6,8,26.7,2.2,
CKM2016050403,0.2,B,24.9,35.7,8.1,22.5,2.6,
CKM2016050403,0.6,B,24.9,35.7,8.1,22.5,2.6,
CKM2016050404,0.2,B,25.8,36.8,8.1,23.3,3.3,
CKM2016050405,0.2,B,25.8,40.4,7.8,25.8,2.9,
CKM2016050405,0.4,B,25.8,40.4,7.8,25.8,2.9,
CKM2016050406,0.2,B,26.1,38.6,7.8,24.4,3.6,
CKM2016050406,0.7,B,25.8,38.8,7.7,24.5,3.5,
CKM2016050407,0.2,B,26.6,36.8,7.8,23.6,3.5,
CKM2016050407,0.4,B,26.6,36.8,7.8,23.3,3.5,
CKM2016050408,0.2,B,27.1,35.9,8.1,22.6,4.7,
CKM2016050408,0.9,B,27.1,35.9,8.1,22.6,4.6,
CKM2016050501,0.2,B,26.2,30.8,8.1,19.1,6,
CKM2016050501,0.6,B,26.1,30.8,8.1,19.1,5.9,
CKM2016050502,0.2,B,26.4,28,7.9,17.2,5.9,
CKM2016050502,0.9,B,26.3,28.1,7.9,17.3,5.1,
CKM2016050503,0.2,B,26.5,26.4,8,16.1,6.7,
CKM2016050503,1,B,26.5,26.4,8,16.1,6.7,
CKM2016050504,0.2,B,26.7,29.5,8.1,18.2,6.2,
CKM2016050504,0.4,B,26.7,29.5,8.1,18.2,6,
CKM2016050505,0.2,B,26.7,28.9,8.1,17.8,8.3,
CKM2016050505,1,B,26.7,29,8.1,17.8,7,
CKM2016050505,1.3,B,26.6,28.9,8.1,17.8,7,
CKM2016050506,0.2,B,26.9,27.5,8.1,16.8,6.8,
CKM2016050506,0.3,B,26.9,27.5,8.1,16.8,6.6,
CKM2016050507,0.2,B,27,22.7,8.1,13.7,6.8,
CKM2016050507,1,B,27,22.7,8.1,13.7,6.7,
CKM2016050507,1.2,B,27,22.8,8.1,13.7,6.7,
CKM2016050508,0.2,B,26.9,27.3,8,16.6,6.6,
CKM2016050508,0.7,B,26.8,28,8,17.2,6.4,
CKM2016050509,0.2,B,26.9,34.6,8.1,21.6,6.6,
CKM2016050509,0.8,B,26.9,34.6,8.1,21.7,6.5,
CKM2016050601,0.2,B,25,0.4,8.7,0.2,5.5,
CKM2016050601,0.8,B,25.1,0.4,8.7,0.2,5,
CKM2016050602,0.2,B,25,0.4,7.9,0.2,5.5,
CKM2016050602,1,B,25,0.4,7.7,0.2,5.4,
CKM2016050602,1.6,B,25,0.4,7.7,0.2,5.3,
CKM2016050603,0.2,B,25.2,7.3,7.5,4,5.8,
CKM2016050603,0.5,B,25.2,7.5,7.7,4.1,5.7,
CKM2016050604,0.2,B,26.5,28.1,7.9,17.3,6.3,
CKM2016050604,1,B,26.4,28.2,8,17.3,6,
CKM2016050604,1.5,B,26.3,28.2,8,17.3,6,
CKM2016050605,0.2,B,26.8,26.2,8,16,6.5,
CKM2016050605,0.6,B,26.7,26.2,8,16,6.3,
CKM2016050606,0.2,B,26.6,26.2,8,16,6.3,
CKM2016050606,1,B,26.6,25.5,8,15.9,6.1,
CKM2016050606,1.5,B,26.7,25.8,8,15.8,5.9,
CKM2016050607,0.2,B,26.9,18.9,8,10.6,6.1,
CKM2016050607,0.9,B,26.3,21.9,7.8,13.1,4.8,
CKM2016050608,0.2,B,26.5,6.5,8,3.5,4.6,
CKM2016050608,1,B,26.5,6.5,7.7,3.5,4.8,
CKM2016050608,1.2,B,26.5,6.6,7.7,3.7,4.8,
CKM2016050701,0.2,B,25.2,0.4,7.8,0.2,5.7,
CKM2016050701,1,B,25.2,0.4,7.7,0.2,5.5,
CKM2016050701,2,B,25.2,0.4,7.7,0.2,5.4,
CKM2016050701,3,B,25.2,0.4,7.7,0.2,5.4,
CKM2016050701,3.2,B,25.2,0.4,7.6,0.2,5.3,
CKM2016050702,0.2,B,25.6,0.4,7.7,0.2,5.7,
CKM2016050702,1,B,25.5,0.4,7.7,0.2,5.5,
CKM2016050702,2,B,25.5,0.4,7.6,0.2,5.5,
CKM2016050702,3,B,25.5,0.4,7.6,0.2,5.4,
CKM2016050703,0.2,B,27.3,5,7.7,2.7,6.1,
CKM2016050703,1,B,27,16.9,7.6,10.1,5.3,
CKM2016050703,2,B,27.1,22.8,7.7,13.7,5.3,
