Date,Num,N,E,Elev,Transect,Element_id,Type
8/8/2018,277,1790077.441,304142.8069,-2.08181,2,13,GS ROCK
8/8/2018,278,1790077.807,304143.5631,-1.96247,2,13,GS ROCK
8/8/2018,279,1790078.198,304144.7947,-1.99677,2,13,GS ROCK
8/8/2018,280,1790078.962,304145.357,-2.02852,2,13,GS ROCK
8/8/2018,281,1790080.349,304146.1274,-1.95117,2,13,GS ROCK
8/8/2018,282,1790081.409,304146.1604,-2.02814,2,13,GS ROCK
8/8/2018,283,1790082.22,304147.7077,-1.95855,2,13,GS ROCK
8/8/2018,284,1790082.985,304148.4283,-1.68335,2,13,GS ROCK
8/8/2018,285,1790083.254,304148.6289,-1.64333,2,13,GS ROCK
8/8/2018,286,1790083.798,304149.5156,-1.7448,2,13,GS ROCK
8/8/2018,287,1790084.713,304150.1419,-1.6259,2,13,GS ROCK
8/8/2018,288,1790084.794,304151.2848,-1.95695,2,13,GS ROCK
8/8/2018,289,1790086.038,304151.7743,-1.82181,2,13,GS ROCK
8/8/2018,290,1790086.605,304153.1582,-1.87241,2,13,GS ROCK
8/8/2018,291,1790087.188,304153.1627,-1.72421,2,13,GS ROCK
8/8/2018,292,1790088.145,304153.5879,-1.90875,2,13,GS ROCK
8/8/2018,293,1790088.441,304154.2523,-1.81387,2,13,GS ROCK
8/8/2018,294,1790089.062,304155.3834,-1.65261,2,13,GS ROCK
8/8/2018,295,1790089.502,304155.9375,-1.9072,2,13,GS ROCK
8/8/2018,296,1790090.181,304156.3516,-1.56822,2,13,GS ROCK
8/8/2018,297,1790090.669,304156.9115,-1.72124,2,13,GS ROCK
8/8/2018,298,1790091.513,304158.0534,-1.67966,2,13,GS ROCK
8/8/2018,299,1790091.889,304158.3296,-1.90676,2,13,GS ROCK
8/8/2018,300,1790092.373,304159.2373,-2.38747,2,13,GS ROCK
8/8/2018,301,1790092.866,304159.6475,-2.91253,2,13,GS
8/8/2018,302,1790144.09,304118.8109,-2.67421,3,13,GS
8/8/2018,303,1790143.294,304118.7544,-2.04112,3,13,GS ROCK
8/8/2018,304,1790142.165,304117.2156,-1.56893,3,13,GS ROCK
8/8/2018,305,1790142.077,304116.5802,-2.05598,3,13,GS ROCK
8/8/2018,306,1790141.975,304116.1367,-1.76124,3,13,GS ROCK
8/8/2018,307,1790142.068,304114.4045,-1.58606,3,13,GS ROCK
8/8/2018,308,1790141.794,304113.4965,-1.5436,3,13,GS ROCK
8/8/2018,309,1790140.428,304110.5318,-1.74976,3,13,GS ROCK
8/8/2018,310,1790139.028,304110.3321,-2.02521,3,13,GS ROCK
8/8/2018,311,1790137.671,304108.8981,-2.19247,3,13,GS ROCK
8/8/2018,312,1790137.866,304107.8147,-2.29873,3,13,GS ROCK
8/8/2018,313,1790136.946,304106.6596,-2.25666,3,13,GS ROCK
8/8/2018,314,1790135.343,304106.0581,-2.0015,3,13,GS ROCK
8/8/2018,315,1790134.022,304104.8777,-2.22861,3,13,GS ROCK
8/8/2018,316,1790130.954,304101.6516,-1.8656,3,13,GS ROCK
8/8/2018,317,1790129.487,304099.0824,-1.7835,3,13,GS ROCK
8/8/2018,318,1790128.757,304098.3161,-2.12978,3,13,GS ROCK
8/8/2018,319,1790125.904,304095.9336,-2.83474,3,13,GS
8/8/2018,320,1790165.422,304064.4113,-2.84584,4,13,GS
8/8/2018,321,1790166.434,304065.2188,-2.03555,4,13,GS ROCK
8/8/2018,322,1790167.517,304066.6025,-2.15526,4,13,GS ROCK
8/8/2018,323,1790168.231,304068.149,-1.83238,4,13,GS ROCK
8/8/2018,324,1790170.078,304069.7909,-2.0061,4,13,GS ROCK
8/8/2018,325,1790170.659,304071.8666,-2.20189,4,13,GS ROCK
8/8/2018,326,1790171.18,304073.0108,-1.89097,4,13,GS ROCK
8/8/2018,327,1790171.899,304072.9713,-1.8817,4,13,GS ROCK
8/8/2018,328,1790172.486,304075.4669,-2.18458,4,13,GS ROCK
8/8/2018,329,1790173.029,304075.6917,-2.02531,4,13,GS ROCK
8/8/2018,330,1790174.08,304076.6304,-1.96136,4,13,GS ROCK
8/8/2018,331,1790175.326,304077.9361,-2.0497,4,13,GS ROCK
8/8/2018,332,1790175.399,304078.8562,-1.74018,4,13,GS ROCK
8/8/2018,333,1790175.816,304080.0379,-1.63877,4,13,GS ROCK
8/8/2018,334,1790177.036,304080.1613,-1.94288,4,13,GS ROCK
8/8/2018,335,1790177.134,304081.5922,-2.1845,4,13,GS ROCK
8/8/2018,336,1790177.895,304082.6494,-2.17144,4,13,GS ROCK
8/8/2018,337,1790179.098,304084.3384,-1.76528,4,13,GS ROCK
8/8/2018,338,1790179.228,304084.9228,-2.06939,4,13,GS ROCK
8/8/2018,339,1790179.838,304086.0813,-1.9118,4,13,GS ROCK
8/8/2018,340,1790178.948,304086.6061,-2.03992,4,13,GS ROCK
8/8/2018,341,1790180.616,304088.3091,-1.57343,4,13,GS ROCK
8/8/2018,342,1790180.516,304089.6857,-1.87032,4,13,GS ROCK
8/8/2018,343,1790181.779,304091.3829,-2.55153,4,13,GS
8/8/2018,344,1790222.662,304059.2357,-2.73411,5,13,GS
8/8/2018,345,1790221.706,304058.4039,-1.76102,5,13,GS ROCK
8/8/2018,346,1790221.483,304057.6749,-1.88502,5,13,GS ROCK
8/8/2018,347,1790221.443,304056.8463,-1.71453,5,13,GS ROCK
8/8/2018,348,1790219.556,304054.5922,-1.8061,5,13,GS ROCK
8/8/2018,349,1790219.645,304053.8357,-1.73403,5,13,GS ROCK
8/8/2018,350,1790218.412,304052.9141,-1.58335,5,13,GS ROCK
8/8/2018,351,1790218.163,304053.4158,-1.56604,5,13,GS ROCK
8/8/2018,352,1790217.435,304052.8032,-1.82335,5,13,GS ROCK
8/8/2018,353,1790217.106,304052.0122,-1.42437,5,13,GS ROCK
8/8/2018,354,1790216.743,304050.8622,-1.63098,5,13,GS ROCK
8/8/2018,355,1790215.5,304051.0506,-1.84382,5,13,GS ROCK
8/8/2018,356,1790214.965,304050.4917,-1.52155,5,13,GS ROCK
8/8/2018,357,1790214.567,304049.2904,-1.66026,5,13,GS ROCK
8/8/2018,358,1790214.867,304048.6471,-1.54558,5,13,GS ROCK
8/8/2018,359,1790214.353,304047.6486,-1.54782,5,13,GS ROCK
8/8/2018,360,1790213.685,304047.1736,-1.76703,5,13,GS ROCK
8/8/2018,361,1790212.813,304046.2415,-1.76747,5,13,GS ROCK
8/8/2018,362,1790211.944,304045.5648,-2.03746,5,13,GS ROCK
8/8/2018,363,1790210.995,304043.7216,-2.0234,5,13,GS ROCK
8/8/2018,364,1790210.016,304043.6126,-1.72577,5,13,GS ROCK
8/8/2018,365,1790209.615,304043.3457,-1.80599,5,13,GS ROCK
8/8/2018,366,1790209.035,304042.2144,-2.1394,5,13,GS ROCK
8/8/2018,367,1790208.837,304041.5531,-1.71316,5,13,GS ROCK
8/8/2018,368,1790207.728,304041.3533,-1.95009,5,13,GS ROCK
8/8/2018,369,1790206.34,304041.0949,-2.2717,5,13,GS ROCK
8/8/2018,370,1790207.151,304039.3829,-1.93902,5,13,GS ROCK
8/8/2018,371,1790207.02,304037.5146,-1.73803,5,13,GS ROCK
8/8/2018,372,1790206.725,304037.2179,-1.76376,5,13,GS ROCK
8/8/2018,373,1790205.815,304036.3846,-1.84649,5,13,GS ROCK
8/8/2018,374,1790204.869,304036.1578,-1.99478,5,13,GS ROCK
8/8/2018,375,1790203.991,304035.4283,-2.52636,5,13,GS
8/8/2018,376,1790240.702,304003.2309,-2.61,6,13,GS
8/8/2018,377,1790241.496,304004.2334,-1.83166,6,13,GS ROCK
8/8/2018,378,1790241.837,304005.6714,-1.56467,6,13,GS ROCK
8/8/2018,379,1790242.238,304006.3265,-1.94007,6,13,GS ROCK
8/8/2018,380,1790243.503,304007.7918,-1.68467,6,13,GS ROCK
8/8/2018,381,1790243.978,304009.1491,-1.78975,6,13,GS ROCK
8/8/2018,382,1790245.084,304010.9435,-1.81976,6,13,GS ROCK
8/8/2018,383,1790244.821,304014.7118,-2.23456,6,13,GS ROCK
8/8/2018,384,1790245.49,304015.7216,-2.06927,6,13,GS ROCK
8/8/2018,385,1790247.096,304017.1286,-2.12429,6,13,GS ROCK
8/8/2018,386,1790249.731,304017.6692,-2.13982,6,13,GS ROCK
8/8/2018,387,1790249.464,304020.1143,-1.72077,6,13,GS ROCK
8/8/2018,388,1790250.917,304021.0081,-1.9903,6,13,GS ROCK
8/8/2018,389,1790251.285,304022.0761,-1.72153,6,13,GS ROCK
8/8/2018,390,1790251.619,304023.4891,-2.11576,6,13,GS ROCK
8/8/2018,391,1790252.492,304023.7522,-2.2603,6,13,GS ROCK
8/8/2018,392,1790252.735,304024.6315,-1.81006,6,13,GS ROCK
8/8/2018,393,1790252.106,304025.9844,-1.63101,6,13,GS ROCK
8/8/2018,394,1790253.022,304026.4485,-1.66571,6,13,GS ROCK
8/8/2018,395,1790254.245,304026.4707,-1.50829,6,13,GS ROCK
8/8/2018,396,1790254.61,304028.2158,-1.99615,6,13,GS ROCK
8/8/2018,397,1790261.47,304026.5415,-2.99973,6,13,GS
8/8/2018,398,1790301.597,303999.0085,-3.36319,7,13,GS
8/8/2018,399,1790300.549,303999.2736,-1.97995,7,13,GS ROCK
8/8/2018,400,1790300.528,303997.6924,-2.44829,7,13,GS ROCK
8/8/2018,401,1790301.025,303996.5718,-2.35855,7,13,GS ROCK
8/8/2018,402,1790300.281,303995.9415,-2.3238,7,13,GS ROCK
8/8/2018,403,1790300.191,303994.239,-1.69883,7,13,GS ROCK
8/8/2018,404,1790298.661,303993.0849,-1.82152,7,13,GS ROCK
8/8/2018,405,1790298.71,303992.5828,-2.0506,7,13,GS ROCK
8/8/2018,406,1790297.723,303991.8744,-2.27461,7,13,GS ROCK
8/8/2018,407,1790297.166,303990.4524,-1.84202,7,13,GS ROCK
8/8/2018,408,1790294.893,303989.5098,-2.2273,7,13,GS ROCK
8/8/2018,409,1790293.232,303988.5867,-1.80991,7,13,GS ROCK
8/8/2018,410,1790292.83,303987.2041,-1.69362,7,13,GS ROCK
