Number,X,Y,Elev,Transect,Element,Type
1013,1793615.935,300937.039,-2.656,4,6,GS
1014,1793618.253,300939.026,-1.914,4,6,ROCK TOP
1015,1793620.968,300941.116,-1.821,4,6,ROCK TOP
1016,1793625.041,300943.319,-1.859,4,6,ROCK TOP
1017,1793627.223,300946.596,-1.774,4,6,ROCK TOP
1018,1793628.006,300950.062,-1.792,4,6,ROCK TOP
1019,1793630.696,300952.413,-1.465,4,6,ROCK TOP
1020,1793634.851,300955.398,-1.6,4,6,ROCK TOP
1021,1793636.674,300957.56,-1.71,4,6,ROCK TOP
1022,1793639.145,300959.494,-2.574,4,6,GS
1023,1793617.218,300979.89,-2.691,5,6,GS
1024,1793616.345,300978.533,-1.811,5,6,ROCK TOP
1025,1793614.998,300976.064,-1.604,5,6,ROCK TOP
1026,1793613.184,300973.157,-1.766,5,6,ROCK TOP
1027,1793610.011,300973.796,-1.735,5,6,ROCK TOP
1028,1793607.259,300970.347,-1.615,5,6,ROCK TOP
1029,1793606.506,300967.937,-1.563,5,6,ROCK TOP
1030,1793604.82,300966.511,-1.364,5,6,ROCK TOP
1031,1793600.301,300964.476,-1.263,5,6,ROCK TOP
1032,1793597.27,300961.899,-1.259,5,6,ROCK TOP
1033,1793594.224,300959.612,-2.601,5,6,GS
1034,1793591.51,300959.042,-2.558,5,6,GS
1035,1793533.782,301023.627,-2.772,1,7,GS
1036,1793534.677,301027.068,-2.57,1,7,GS/BEG 7
1037,1793533.76,301028.184,-1.772,1,7,ROCK TOP
1038,1793533.474,301029.59,-1.38,1,7,ROCK TOP
1039,1793536.138,301032.668,-1.355,1,7,ROCK TOP
1040,1793537.164,301034.329,-1.472,1,7,ROCK TOP
1041,1793538.094,301035.712,-1.726,1,7,ROCK TOP
1042,1793538.304,301038.879,-1.748,1,7,ROCK TOP
1043,1793538.39,301041.245,-1.548,1,7,ROCK TOP
1044,1793540.815,301042.758,-1.321,1,7,ROCK TOP
1045,1793540.349,301045.324,-1.413,1,7,ROCK TOP
1046,1793540.487,301049.211,-1.66,1,7,ROCK TOP
1047,1793541.474,301050.908,-1.732,1,7,ROCK TOP
1048,1793543.074,301052.275,-1.609,1,7,ROCK TOP
1049,1793542.517,301053.984,-2.758,1,7,GS
1050,1793515.423,301059.697,-2.659,2,7,GS
1051,1793514.335,301056.438,-1.837,2,7,ROCK TOP
1052,1793513.787,301052.81,-1.693,2,7,ROCK TOP
1053,1793511.888,301049.802,-1.319,2,7,ROCK TOP
1054,1793511.353,301046.524,-1.507,2,7,ROCK TOP
1055,1793510.551,301043.746,-1.574,2,7,ROCK TOP
1056,1793510.417,301042.418,-1.636,2,7,ROCK TOP
1057,1793510.195,301040.715,-1.613,2,7,ROCK TOP
1058,1793511.387,301037.434,-1.31,2,7,ROCK TOP
1059,1793507.856,301038.33,-1.511,2,7,ROCK TOP
1060,1793508.678,301035.659,-1.543,2,7,ROCK TOP
1061,1793507.204,301034.293,-1.673,2,7,ROCK TOP
1062,1793506.816,301032.467,-2.703,2,7,GS
1063,1793510.578,301030.823,-2.515,2,7,GS
1064,1793512.327,301032.399,-1.906,2,7,ROCK TOP
1065,1793512.561,301035.028,-1.788,2,7,ROCK TOP
1066,1793490.322,301037.212,-2.605,3,7,GS
1067,1793491.595,301040.045,-1.344,3,7,ROCK TOP
1068,1793491.619,301042.939,-1.357,3,7,ROCK TOP
1069,1793490.764,301046.608,-1.588,3,7,ROCK TOP
1070,1793490.84,301049.138,-1.443,3,7,ROCK TOP
1071,1793492.334,301050.199,-1.629,3,7,ROCK TOP
1072,1793492.573,301052.398,-1.556,3,7,ROCK TOP
1073,1793493.471,301053.33,-1.34,3,7,ROCK TOP
1074,1793494.374,301055.412,-1.549,3,7,ROCK TOP
1075,1793496.721,301057.74,-1.537,3,7,ROCK TOP
1076,1793496.653,301060.722,-1.867,3,7,ROCK TOP
1077,1793497.959,301062.847,-2.575,3,7,GS
1078,1793476.085,301068.836,-2.536,4,7,GS
1079,1793474.056,301064.228,-1.784,4,7,ROCK TOP
1080,1793473.214,301062.115,-1.509,4,7,ROCK TOP
1081,1793473.623,301059.681,-1.692,4,7,ROCK TOP
1082,1793473.142,301058.259,-1.524,4,7,ROCK TOP
1083,1793471.91,301055.851,-1.357,4,7,ROCK TOP
1084,1793472.11,301053.723,-1.61,4,7,ROCK TOP
1085,1793472.784,301052.283,-1.359,4,7,ROCK TOP
1086,1793471.18,301051.998,-1.59,4,7,ROCK TOP
1087,1793471.668,301049.234,-1.763,4,7,ROCK TOP
1088,1793471.135,301046.028,-1.736,4,7,ROCK TOP
1089,1793471.854,301042.314,-2.736,4,7,GS
1090,1793449.569,301046.219,-2.611,5,7,GS
1091,1793450.996,301049.667,-1.879,5,7,ROCK TOP
1092,1793451.734,301052.584,-1.726,5,7,ROCK TOP
1093,1793452.834,301054.013,-1.558,5,7,ROCK TOP
1094,1793452.894,301056.63,-1.638,5,7,ROCK TOP
1095,1793453.777,301058.097,-1.739,5,7,ROCK TOP
1096,1793454.162,301061.033,-1.773,5,7,ROCK TOP
1097,1793451.662,301061.651,-1.535,5,7,ROCK TOP
1098,1793452.994,301062.881,-1.661,5,7,ROCK TOP
1099,1793451.581,301065.253,-1.293,5,7,ROCK TOP
1100,1793452.99,301065.281,-1.626,5,7,ROCK TOP
1101,1793453.225,301067.06,-1.654,5,7,ROCK TOP
1102,1793454.868,301068.583,-1.731,5,7,ROCK TOP
1103,1793455.601,301070.852,-1.707,5,7,ROCK TOP
1104,1793456.341,301073.987,-2.614,5,7,GS
1105,1793429.836,301079.126,-2.548,6,7,GS
1106,1793430.765,301076.112,-1.395,6,7,ROCK TOP
1107,1793430.392,301075.697,-1.875,6,7,ROCK TOP
1108,1793429.938,301073.513,-1.494,6,7,ROCK TOP
1109,1793430.119,301071.303,-1.465,6,7,ROCK TOP
1110,1793429.476,301068.436,-1.533,6,7,ROCK TOP
1111,1793429.647,301067.311,-1.537,6,7,ROCK TOP
1112,1793428.306,301064.806,-1.47,6,7,ROCK TOP
1113,1793426.901,301064.106,-1.39,6,7,ROCK TOP
1114,1793429.58,301062.118,-1.518,6,7,ROCK TOP
1115,1793426.582,301061.092,-1.376,6,7,ROCK TOP
1116,1793426.775,301059.422,-1.718,6,7,ROCK TOP
1117,1793427.38,301058.128,-1.711,6,7,ROCK TOP
1118,1793425.46,301056.694,-1.401,6,7,ROCK TOP
1119,1793427.015,301052.87,-1.633,6,7,ROCK TOP
1120,1793426.641,301051.47,-2.594,6,7,GS
1121,1793386.32,301059.373,-2.86,7,7,GS
1122,1793385.613,301063.095,-1.453,7,7,ROCK TOP
1123,1793386.575,301065.733,-1.612,7,7,ROCK TOP
1124,1793387.951,301067.417,-1.682,7,7,ROCK TOP
