Reference,Project_1,Project_2,Project_3,WorkUp,Gear,Rep,Longitude,Latitude,StartDepth,Zone,Grid,BottomVegCover,TotalShoreCover,BankDistance,ShoreDistance,Historic_Reference,Wng_dpth,Enddepth,Net_Ind,starttime,date,month,year,bay,typ,cf,gr,effort,z,bMud,bSan,bStr,bottom,bunk,SAV,Non,Alg,Oth,bveg,Eme,Str,Ter,Man,Shore,ovr_per,ind_per,temperature,salinity,bio_reference,species,n,number
CKM2001071305,AM,.,.,S,160,1,-83.055583,29.230333,1,B,179,0,100,0,0,CKM01071305,0.3,NA,.,54300,15175,7,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,29.9,21.1,CKM2001071305A .,8835010105,0,0
CKM2001071305,AM,.,.,S,160,1,-83.055583,29.230333,1,B,179,0,100,0,0,CKM01071305,0.3,NA,.,54300,15175,7,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,29.9,21.1,CKM2001071305B .,8835010105,0,0
CKM2001071306,AM,.,.,S,160,1,-83.08125,29.202467,0.7,B,189,0,100,4,0,CKM01071306,0.1,NA,.,57300,15175,7,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,31.2,27.6,CKM2001071306. .,8835010105,0,0
CKM2001080201,AM,.,.,S,160,1,-83.050167,29.127567,1.1,C,289,0,100,5,0,CKM01080201,0,NA,.,33300,15194,8,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,27.15,22.75,CKM2001080201. .,8835010105,0,0
CKM2001080202,AM,.,.,S,160,1,-83.068717,29.130667,1,C,288,0,30,3,3,CKM01080202,0.1,NA,.,39600,15194,8,2001,CK,M,1,160,41.2,CKC,1,1,1,MudSanStr,0,0,0,0,NA,Non,0,3,0,0,Str,0,30,27.4,25.7,CKM2001080202. .,8835010105,0,0
CKM2001080203,AM,.,.,S,160,1,-83.060933,29.102283,0.6,C,312,30,0,3,0,CKM01080203,0,NA,.,44100,15194,8,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,30,0,0,NA,SAV,0,0,0,0,Non,NA,NA,27.55,26.45,CKM2001080203. .,8835010105,0,0
CKM2001080204,AM,.,.,S,160,1,-83.063767,29.095567,0.8,C,336,50,0,3,0,CKM01080204,0,NA,.,48900,15194,8,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,50,0,0,NA,SAV,0,0,0,0,Non,NA,NA,27.9,29.2,CKM2001080204. .,8835010105,0,0
CKM2001080205,AM,.,.,S,160,1,-83.071583,29.102483,1,C,311,101,0,2,0,CKM01080205,0,NA,.,53400,15194,8,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,101,0,0,NA,SAV,0,0,0,0,Non,NA,NA,28.8,29.25,CKM2001080205. .,8835010105,0,0
CKM2001080305,AM,.,.,S,160,1,-83.086667,29.21055,0.5,B,188,0,90,3,0,CKM01080305,0,NA,.,44100,15195,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,29.7,26.2,CKM2001080305. .,8835010105,0,0
CKM2001080306,AM,.,.,S,160,1,-83.080967,29.201617,0.5,B,189,0,100,6,0,CKM01080306,0,NA,.,46800,15195,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,29.8,25.6,CKM2001080306. .,8835010105,0,0
CKM2001080307,AM,.,.,S,160,1,-83.07325,29.186683,0.9,B,198,0,100,6,0,CKM01080307,0,NA,.,49800,15195,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,29.9,24.9,CKM2001080307. .,8835010105,0,0
CKM2001080801,AM,.,.,S,160,1,-83.172317,29.335883,1,B,99,0,100,0,0,CKM01080801,0,NA,.,38100,15203,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,30.3,15.35,CKM2001080801. .,8835010105,0,0
CKM2001080802,AM,.,.,S,160,1,-83.174667,29.3085,1.2,B,117,0,100,0,0,CKM01080802,0.2,NA,.,40500,15203,8,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,30.7,13.4,CKM2001080802. .,8835010105,0,0
CKM2001080803,AM,.,.,S,160,1,-83.169067,29.2916,1.2,B,126,0,100,0,0,CKM01080803,0.2,NA,.,45300,15203,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,30.25,16.3,CKM2001080803. .,8835010105,0,0
CKM2001080803,AM,.,.,S,160,1,-83.169067,29.2916,1.2,B,126,0,100,0,0,CKM01080803,0.2,NA,.,45300,15203,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,30.25,16.3,CKM2001080803A .,8835010105,0,0
CKM2001080803,AM,.,.,S,160,1,-83.169067,29.2916,1.2,B,126,0,100,0,0,CKM01080803,0.2,NA,.,45300,15203,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,30.25,16.3,CKM2001080803B .,8835010105,0,0
CKM2001080804,AM,.,.,S,160,1,-83.083217,29.262233,0.9,B,154,0,100,0,0,CKM01080804,0.1,NA,.,49500,15203,8,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,30.8,6.75,CKM2001080804. .,8835010105,0,0
CKM2001081201,AM,.,.,S,160,1,-83.086383,29.2243,1,B,177,0,100,0,0,CKM01081201,0,NA,.,34200,15214,8,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,1,ManEme,0,47.6,30.7,23.95,CKM2001081201. .,8835010105,0,0
CKM2001081202,AM,.,.,S,160,1,-83.049733,29.128167,1.6,C,290,0,100,1,0,CKM01081202,0,NA,.,42000,15214,8,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,10,0,EmeTer,0,33.3,30.6333333333333,29.0666666666667,CKM2001081202. .,8835010105,0,0
CKM2001081203,AM,.,.,S,160,1,-83.022417,29.14015,0.6,C,268,0,100,2,0,CKM01081203,0,NA,.,47100,15214,8,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,35.8,29.05,CKM2001081203. .,8835010105,0,0
CKM2001081301,AM,.,.,S,160,1,-83.008367,29.163233,0.9,C,246,0,100,0,0,CKM01081301,0.3,NA,.,32700,15215,8,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,10,3,0,EmeStrTer,0,66.7,29.5,28.15,CKM2001081301. .,8835010105,0,0
CKM2001090104,AM,.,.,S,160,1,-83.073833,29.147117,0.8,C,265,0,10,6,0,CKM01090104,0.1,NA,.,40200,15222,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,29.6,30.1,CKM2001090104. .,8835010105,0,0
CKM2001090107,AM,.,.,S,160,1,-83.033933,29.095267,1,C,337,100,100,5,3,CKM01090107,0.3,NA,.,48000,15222,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,100,0,0,NA,SAV,10,0,0,0,Eme,0,50,30.6,31.45,CKM2001090107. .,8835010105,0,0
CKM2001090108,AM,.,.,S,160,1,-83.031517,29.127233,1.3,C,291,0,40,1,0,CKM01090108,0.1,NA,.,51600,15222,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,0,0,0,10,Man,0,40,31.1,29.8,CKM2001090108. .,8835010105,0,0
CKM2001090601,AM,.,.,S,160,1,-83.2027,29.3662,0.6,B,88,0,30,0,0,CKM01090601,0,NA,.,36900,15229,9,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,3,0,0,0,Eme,0,0,28.1,21.2,CKM2001090601. .,8835010105,0,0
CKM2001090602,AM,.,.,S,160,1,-83.148133,29.28905,0.6,B,128,0,100,0,0,CKM01090602,0.1,NA,.,42600,15229,9,2001,CK,M,1,160,41.2,CKB,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,29.4,18.4,CKM2001090602. .,8835010105,0,0
CKM2001090603,AM,.,.,S,160,1,-83.109833,29.2751,0.9,B,141,0,100,0,0,CKM01090603,0,NA,.,48000,15229,9,2001,CK,M,1,160,41.2,CKB,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,29.6,14.6,CKM2001090603. .,8835010105,0,0
CKM2001090604,AM,.,.,S,160,1,-83.094317,29.272783,1.7,B,142,0,100,0,0,CKM01090604,0.1,NA,.,51600,15229,9,2001,CK,M,1,160,41.2,CKB,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,9.1,30.4666666666667,16.1333333333333,CKM2001090604. .,8835010105,0,0
CKM2001090701,AM,.,.,S,160,1,-83.08635,29.2236,0.8,B,177,0,100,0,0,CKM01090701,0.2,NA,.,38700,15235,9,2001,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,24.9,24.35,CKM2001090701. .,8835010105,0,0
CKM2001090702,AM,.,.,S,160,1,-83.077917,29.254683,1.3,B,154,0,100,0,0,CKM01090702,0.6,NA,.,42000,15235,9,2001,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,24.8,17.5,CKM2001090702. .,8835010105,0,0
CKM2001090705,AM,.,.,S,160,1,-83.057917,29.228233,1.1,B,179,0,100,0,0,CKM01090705,0.6,NA,.,49500,15235,9,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,75,25.9,20.65,CKM2001090705. .,8835010105,0,0
CKM2001090707,AM,.,.,S,160,1,-83.077917,29.1981,1,B,198,0,100,0,0,CKM01090707,0.3,NA,.,56460,15235,9,2001,CK,M,1,160,41.2,CKB,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,25.9,24.3,CKM2001090707. .,8835010105,0,0
CKM2001091101,AM,.,.,S,160,1,-83.0532,29.1729,1.6,C,217,0,100,0,0,CKM01091101,0.1,NA,.,35100,15243,9,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,26.4,29.05,CKM2001091101. .,8835010105,0,0
CKM2001091102,AM,.,.,S,160,1,-83.051167,29.126817,2.4,C,289,0,100,2,0,CKM01091102,0,NA,.,38640,15243,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,10,0,EmeTer,0,50,27.3,31.525,CKM2001091102. .,8835010105,0,0
CKM2001091103,AM,.,.,S,160,1,-83.011783,29.1555,0.9,C,246,0,80,3,0,CKM01091103,0,NA,.,46800,15243,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,8,0,0,0,Eme,0,0,29.05,29.4,CKM2001091103. .,8835010105,0,0
CKM2001091103,AM,.,.,S,160,1,-83.011783,29.1555,0.9,C,246,0,80,3,0,CKM01091103,0,NA,.,46800,15243,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,8,0,0,0,Eme,0,0,29.05,29.4,CKM2001091103A .,8835010105,0,0
CKM2001091103,AM,.,.,S,160,1,-83.011783,29.1555,0.9,C,246,0,80,3,0,CKM01091103,0,NA,.,46800,15243,9,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,8,0,0,0,Eme,0,0,29.05,29.4,CKM2001091103B .,8835010105,0,0
CKM2001091201,AM,.,.,S,160,1,-82.992567,29.15265,1.5,C,247,0,100,3,0,CKM01091201,0,NA,.,32400,15244,9,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,24.7666666666667,30.2333333333333,CKM2001091201. .,8835010105,0,0
CKM2001091201,AM,.,.,S,160,1,-82.992567,29.15265,1.5,C,247,0,100,3,0,CKM01091201,0,NA,.,32400,15244,9,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,24.7666666666667,30.2333333333333,CKM2001091201A .,8835010105,0,0
CKM2001091201,AM,.,.,S,160,1,-82.992567,29.15265,1.5,C,247,0,100,3,0,CKM01091201,0,NA,.,32400,15244,9,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,24.7666666666667,30.2333333333333,CKM2001091201B .,8835010105,0,0
CKM2001091202,AM,.,.,S,160,1,-83.022483,29.13995,0.8,C,268,0,100,0,0,CKM01091202,0.3,NA,.,39000,15244,9,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,10,10,ManEmeTer,0,33.3,24.4,31.25,CKM2001091202. .,8835010105,0,0
CKM2001100801,AM,.,.,S,160,1,-83.06055,29.100133,0.8,C,312,0,100,0,0,CKM01100801,0,NA,.,31800,15260,10,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,0,0,10,0,Ter,0,0,23.4,34.05,CKM2001100801. .,8835010105,0,0
CKM2001100802,AM,.,.,S,160,1,-83.05135,29.126917,1.8,C,289,0,100,0,0,CKM01100802,0.3,NA,.,36600,15260,10,2001,CK,M,1,160,41.2,CKC,1,0,0,Mud,0,0,0,0,NA,Non,10,0,10,0,EmeTer,0,50,23.7,32.4666666666667,CKM2001100802. .,8835010105,0,0
CKM2001100803,AM,.,.,S,160,1,-83.064367,29.160817,1,C,243,0,100,0,0,CKM01100803,0.2,NA,.,42600,15260,10,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,10,0,EmeTer,0,33.3,24.15,32.35,CKM2001100803. .,8835010105,0,0
CKM2001100901,AM,.,.,S,160,1,-83.056517,29.17545,0.6,C,217,0,100,0,0,CKM01100901,0.2,NA,.,41700,15263,10,2001,CK,M,1,160,41.2,CKC,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,22.6,31.85,CKM2001100901. .,8835010105,0,0
CKM2001100902,AM,.,.,S,160,1,-83.040517,29.172483,0.8,C,218,0,100,0,0,CKM01100902,0.2,NA,.,48300,15263,10,2001,CK,M,1,160,41.2,CKC,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,23.25,31.45,CKM2001100902. .,8835010105,0,0
CKM2001100903,AM,.,.,S,160,1,-83.033967,29.1267,1,C,290,0,40,7,0,CKM01100903,0,NA,.,52800,15263,10,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,23.8,32.95,CKM2001100903. .,8835010105,0,0
CKM2001101001,AM,.,.,S,160,1,-83.074067,29.146967,0.6,C,265,0,100,10,0,CKM01101001,0.1,NA,.,34800,15264,10,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,2,10,0,0,EmeStr,0,45.5,22.1,31.6,CKM2001101001. .,8835010105,0,0
CKM2001101002,AM,.,.,S,160,1,-83.087683,29.218267,0.7,B,177,0,100,8,0,CKM01101002,0.3,NA,.,39600,15264,10,2001,CK,M,1,160,41.2,CKB,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,22.15,30.8,CKM2001101002. .,8835010105,0,0
CKM2001101005,AM,.,.,S,160,1,-83.01465,29.141417,1.1,C,269,0,100,1,1,CKM01101005,0.2,NA,.,52200,15264,10,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,10,ManEme,0,66.7,23.4,31.85,CKM2001101005. .,8835010105,0,0
CKM2001101101,AM,.,.,S,160,1,-83.079517,29.259783,0.6,B,154,0,100,0,0,CKM01101101,0,NA,.,40500,15270,10,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,24.75,25.35,CKM2001101101. .,8835010105,0,0
CKM2001101102,AM,.,.,S,160,1,-83.08695,29.266667,0.6,B,142,0,100,0,0,CKM01101102,0,NA,.,48000,15270,10,2001,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,7,0,EmeTer,0,0,26.15,21.9,CKM2001101102. .,8835010105,0,0
CKM2001101102,AM,.,.,S,160,1,-83.08695,29.266667,0.6,B,142,0,100,0,0,CKM01101102,0,NA,.,48000,15270,10,2001,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,7,0,EmeTer,0,0,26.15,21.9,CKM2001101102A .,8835010105,0,0
CKM2001101102,AM,.,.,S,160,1,-83.08695,29.266667,0.6,B,142,0,100,0,0,CKM01101102,0,NA,.,48000,15270,10,2001,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,7,0,EmeTer,0,0,26.15,21.9,CKM2001101102B .,8835010105,0,0
CKM2001101103,AM,.,.,S,160,1,-83.1249,29.2799,0.9,B,140,0,100,0,0,CKM01101103,0,NA,.,55500,15270,10,2001,CK,M,1,160,41.2,CKB,1,0,0,Mud,0,0,0,0,NA,Non,10,0,0,0,Eme,0,16.7,26.35,15.2,CKM2001101103. .,8835010105,0,0
CKM2001101201,AM,.,.,S,160,1,-83.169767,29.32925,0.8,B,108,0,100,0,0,CKM01101201,0.2,NA,.,35100,15271,10,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,24.25,28.15,CKM2001101201. .,8835010105,0,0
CKM2001101202,AM,.,.,S,160,1,-83.170417,29.311717,0.4,B,117,0,100,0,0,CKM01101202,0.2,NA,.,38700,15271,10,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,24.1,26.2,CKM2001101202. .,8835010105,0,0
CKM2001101203,AM,.,.,S,160,1,-83.1649,29.29175,1.3,B,127,0,100,0,0,CKM01101203,0.2,NA,.,42600,15271,10,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,24.2,7.66666666666667,CKM2001101203. .,8835010105,0,0
CKM2001101205,AM,.,.,S,160,1,-83.11405,29.2773,1.7,B,141,0,100,0,0,CKM01101205,0.2,NA,.,48600,15271,10,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,23.9666666666667,6.16666666666667,CKM2001101205. .,8835010105,0,0
CKM2001110104,AM,.,.,S,160,1,-83.201767,29.365583,0.9,B,88,0,50,4,0,CKM01110104,0.1,NA,.,40500,15280,11,2001,CK,M,1,160,41.2,CKB,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,25,19.7,31.25,CKM2001110104. .,8835010105,0,0
CKM2001110108,AM,.,.,S,160,1,-83.171617,29.338667,1,B,99,0,100,2,0,CKM01110108,0.2,NA,.,49800,15280,11,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,33.3,19.5,31.6,CKM2001110108. .,8835010105,0,0
CKM2001110110,AM,.,.,S,160,1,-83.17425,29.310633,1,B,117,0,40,3,0,CKM01110110,0.2,NA,.,54600,15280,11,2001,CK,M,1,160,41.2,CKB,0,1,0,San,0,0,0,0,NA,Non,6,0,0,0,Eme,0,26.68,20.75,26.05,CKM2001110110. .,8835010105,0,0
CKM2001110111,AM,.,.,S,160,1,-83.16955,29.2911,0.9,B,126,0,100,2,0,CKM01110111,0.3,NA,.,57300,15280,11,2001,CK,M,1,160,41.2,CKB,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,20.6,24.6,CKM2001110111. .,8835010105,0,0
CKM2001110701,AM,.,.,S,160,1,-83.03475,29.124117,0.6,C,290,0,100,0,0,CKM01110701,0.1,NA,.,45000,15294,11,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,5,0,3,ManEmeStr,0,83.3,19.25,32.3,CKM2001110701. .,8835010105,0,0
CKM2001110702,AM,.,.,S,160,1,-83.024117,29.121567,0.5,C,291,NA,80,2,1,CKM01110702,0.1,NA,.,48300,15294,11,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,7,8,0,0,EmeStr,0,42.64,20,32.1,CKM2001110702. .,8835010105,0,0
CKM2001110703,AM,.,.,S,160,1,-83.0671,29.095583,0.7,C,335,80,100,2,0,CKM01110703,0,NA,.,51000,15294,11,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,80,0,0,NA,SAV,0,0,10,0,Ter,0,0,20.45,33.3,CKM2001110703. .,8835010105,0,0
CKM2001110801,AM,.,.,S,160,1,-83.057083,29.147667,0.6,C,266,0,100,9,0,CKM01110801,0,NA,.,48900,15298,11,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,10,0,0,EmeStr,0,66.7,22.65,29.85,CKM2001110801. .,8835010105,0,0
CKM2001110802,AM,.,.,S,160,1,-83.084367,29.126783,0.5,C,287,0,100,6,0,CKM01110802,0,NA,.,53100,15298,11,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,0,0,10,0,Ter,0,0,23.6,31,CKM2001110802. .,8835010105,0,0
CKM2001110803,AM,.,.,S,160,1,-83.04635,29.172083,0.6,C,218,0,100,0,0,CKM01110803,0.2,NA,.,56400,15298,11,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,22.1,27.7,CKM2001110803. .,8835010105,0,0
CKM2001110804,AM,.,.,S,160,1,-83.050867,29.16845,0.5,C,217,0,100,0,0,CKM01110804,0.2,NA,.,58500,15298,11,2001,CK,M,1,160,41.2,CKC,1,0,1,MudStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,21.9,28.9,CKM2001110804. .,8835010105,0,0
CKM2001110902,AM,.,.,S,160,1,-83.113533,29.2774,1.7,B,141,0,100,0,0,CKM01110902,0.3,NA,.,40500,15299,11,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,20.3333333333333,4.76666666666667,CKM2001110902. .,8835010105,0,0
CKM2001110903,AM,.,.,S,160,1,-83.084983,29.262583,0.7,B,153,0,100,0,0,CKM01110903,0,NA,.,45000,15299,11,2001,CK,M,1,160,41.2,CKB,1,0,1,MudStr,0,0,0,0,NA,Non,10,10,0,0,EmeStr,0,50,21.9,23.35,CKM2001110903. .,8835010105,0,0
CKM2001110904,AM,.,.,S,160,1,-83.086017,29.224533,0.5,B,177,0,100,0,0,CKM01110904,0,NA,.,48000,15299,11,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,22.2,28.7,CKM2001110904. .,8835010105,0,0
CKM2001110905,AM,.,.,S,160,1,-83.075267,29.19415,0.5,B,198,0,100,0,0,CKM01110905,0.2,NA,.,51300,15299,11,2001,CK,M,1,160,41.2,CKB,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,0,100,21.1,30.2,CKM2001110905. .,8835010105,0,0
CKM2001110906,AM,.,.,S,160,1,-83.011383,29.1558,0.8,C,246,0,100,0,0,CKM01110906,0,NA,.,58800,15299,11,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,21.65,31.1,CKM2001110906. .,8835010105,0,0
CKM2001120701,AM,.,.,S,160,1,-83.068967,29.131,1,C,288,0,0,3,0,CKM01120701,0.1,NA,.,29400,15321,12,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,22.6,31.95,CKM2001120701. .,8835010105,0,0
CKM2001120702,AM,.,.,S,160,1,-83.074233,29.146933,0.6,C,265,0,0,6,0,CKM01120702,0.1,NA,.,31380,15321,12,2001,CK,M,1,160,41.2,CKC,0,1,1,SanStr,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,22.3,32.8,CKM2001120702. .,8835010105,0,0
CKM2001120703,AM,.,.,S,160,1,-83.050267,29.127433,1.6,C,289,0,100,10,0,CKM01120703,0.1,NA,.,33600,15321,12,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,0,0,0,NA,Non,10,0,0,0,Eme,0,0,22.5333333333333,31.7666666666667,CKM2001120703. .,8835010105,0,0
CKM2001120704,AM,.,.,S,160,1,-82.99535,29.1544,0.7,C,247,0,0,3,0,CKM01120704,0.1,NA,.,36600,15321,12,2001,CK,M,1,160,41.2,CKC,0,1,1,SanStr,0,0,0,0,NA,Non,0,0,0,0,Non,NA,NA,22.6,31.15,CKM2001120704. .,8835010105,0,0
CKM2001120705,AM,.,.,S,160,1,-83.008983,29.1568,0.7,C,246,0,50,7,4,CKM01120705,0.2,NA,.,38700,15321,12,2001,CK,M,1,160,41.2,CKC,1,1,1,MudSanStr,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,22.3,31.2,CKM2001120705. .,8835010105,0,0
CKM2001120706,AM,.,.,S,160,1,-83.0324,29.0952,0.6,C,338,101,100,4,2,CKM01120706,0.2,NA,.,41700,15321,12,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,101,0,0,NA,SAV,10,0,0,0,Eme,0,50,23,33.15,CKM2001120706. .,8835010105,0,0
CKM2001120707,AM,.,.,S,160,1,-83.067183,29.095733,0.7,C,335,101,0,3,0,CKM01120707,0,NA,.,44700,15321,12,2001,CK,M,1,160,41.2,CKC,1,1,0,MudSan,0,101,0,0,NA,SAV,0,0,0,0,Non,NA,NA,23.1,32.45,CKM2001120707. .,8835010105,0,0
CKM2001120708,AM,.,.,S,160,1,-83.060483,29.101167,0.6,C,312,100,0,1,0,CKM01120708,0,NA,.,46800,15321,12,2001,CK,M,1,160,41.2,CKC,0,1,0,San,0,100,0,0,NA,SAV,0,0,0,0,Non,NA,NA,22,31,CKM2001120708. .,8835010105,0,0
CKM2001120802,AM,.,.,S,160,1,-83.191067,29.365233,0.8,B,89,0,100,3,0,CKM01120802,0.2,NA,.,38700,15322,12,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,22.6,24.2,CKM2001120802. .,8835010105,0,0
CKM2001120803,AM,.,.,S,160,1,-83.170217,29.32945,1.5,B,108,0,100,2,1,CKM01120803,0.2,NA,.,42000,15322,12,2001,CK,M,1,160,41.2,CKB,1,1,0,MudSan,0,0,0,0,NA,Non,10,0,0,0,Eme,0,50,23,16.3,CKM2001120803. .,8835010105,0,0
